ingredient,in_skin_map,in_incidecoder,skin_types,effect,confidence,inci_source,inci_slug,inci_what_it_does,inci_details
cetrimonium bromide extract,1,0,dry; sensitive,good,low,,,,
cetrimonium chloride,1,0,,neutral,low,,,,
cetrimonium dimethicone peg-7 phthalate,1,0,normal,good,medium,,,,
cetrimonium dimethicone peg-8 olivate/succinate,1,0,dry; normal,good,medium,,,,
cetrimonium laureth-12 succinate,1,0,dry; normal,good,medium,,,,
cetyl,1,0,,neutral,low,,,,
cetyl 2-glyceryl ascorbate,1,0,dry,good,medium,,,,
cetyl 3-glyceryl ascorbate,1,0,dry,good,medium,,,,
cetyl acetate,1,0,dry,good,medium,,,,
cetyl acetyl ricinoleate,1,0,dry; normal,good,medium,,,,
cetyl alcohol,1,0,dry,good,medium,,,,
cetyl alcohol polymethylsilsesquioxane,1,0,normal,good,low,,,,
"cetyl alcohol,stearyl alcohol",1,0,dry; normal,good,low,,,,
"cetyl alcohol,xanthan gum",1,0,dry,good,low,,,,
cetyl amodimethicone,1,0,normal,good,medium,,,,
cetyl babassuate,1,0,dry; normal,good,medium,,,,
"cetyl babassuate,dibutyl adipate",1,0,dry; normal,good,low,,,,
cetyl behenate,1,0,,neutral,low,,,,
cetyl behenyl dimethicone,1,0,dry,good,medium,,,,
cetyl betaine,1,0,dry; normal,good,low,,,,
cetyl c12-15 pareth-8 carboxylate,1,0,dry; normal,good,medium,,,,
cetyl c12-15-pareth-9 carboxylate,1,0,dry; normal,good,medium,,,,
cetyl caprate,1,0,dry; normal,good,medium,,,,
cetyl caprylate,1,0,dry; normal,good,medium,,,,
cetyl diglyceryl tris silylethyl dimethicone,1,0,dry; sensitive,good,low,,,,
cetyl dimethicone,1,0,dry; pigmentation,good,medium,,,,
cetyl dimethicone copolyol,1,0,dry,good,low,,,,
cetyl dimethicone/bis-vinyldimethicone crosspolymer,1,0,dry; normal,good,medium,,,,
cetyl dimethylbutyl ether,1,0,normal,good,medium,,,,
cetyl dimethyloctanoate,1,0,dry; normal,good,medium,,,,
cetyl esters,1,0,dry,good,medium,,,,
cetyl ethylhexanoate,1,0,dry,good,medium,,,,
cetyl glyceryl ether,1,0,dry,good,medium,,,,
cetyl glycol,1,0,dry; normal,good,medium,,,,
cetyl glycol isostearate,1,0,dry; normal,good,medium,,,,
cetyl hexacosyl dimethicone,1,0,dry,good,medium,,,,
cetyl hexacosyl dimethicone/bis-vinyldimethicone crosspolymer,1,0,dry; normal,good,medium,,,,
cetyl hydroxethylcellulose,1,0,,neutral,low,,,,
cetyl hydroxethylcellulose extract,1,0,dry; sensitive,good,low,,,,
cetyl hydroxyethylcellulose,1,0,dry; oily,good,medium,,,,
cetyl lactate,1,0,,neutral,low,,,,
cetyl laurate,1,0,dry; normal,good,medium,,,,
cetyl myristate,1,0,dry; normal,good,medium,,,,
cetyl myristoleate,1,0,normal,good,medium,,,,
cetyl niacinamide riboside chloride,1,0,dry; normal,good,medium,,,,
cetyl nicotinate riboside chloride,1,0,dry; normal,good,medium,,,,
cetyl octanoate,1,0,dry; sensitive,good,low,,,,
cetyl octanoate extract,1,0,dry; sensitive,good,low,,,,
cetyl oleate,1,0,dry; normal,good,medium,,,,
cetyl palmitate,1,0,dry,good,medium,,,,
cetyl palmitoleate,1,0,normal,good,medium,,,,
cetyl pca,1,0,normal,good,medium,,,,
cetyl peg ppg 10 1 dimethicone,1,0,dry; sensitive,good,low,,,,
cetyl peg ppg-10 1 dimethi- cone,1,0,,neutral,low,,,,
cetyl peg ppg-10 1 dimethicone,1,1,normal,neutral,low,INCI Decoder,cetyl-peg-ppg-10-1-dimethicone,,A silicone emulsifier that helps water and silicone oils to mix nicely together.  [more]
cetyl peg/ppg-10/1-dimethicone,1,0,dry,good,medium,,,,
cetyl phosphate,1,1,,neutral,low,INCI Decoder,cetyl-phosphate,,A white to beige powder that helps oil and water to mix nicely together (aka oil in water emulsifier ). It is a good emulsifier choice for stable water-resistant sunscreen formulas. [more]
cetyl ppg-2 isodeceth-7 carboxylate,1,0,dry; normal,good,medium,,,,
cetyl ricinoleate,1,0,dry; normal,good,medium,,,,
cetyl ricinoleate benzoate,1,0,normal,good,medium,,,,
cetyl stearate,1,0,dry,good,medium,,,,
cetyl tallowate,1,0,normal,good,medium,,,,
cetyl tranexamate hcl,1,0,normal,good,medium,,,,
cetyl tranexamate mesylate,1,0,normal,good,medium,,,,
cetyl triethylmonium dimethicone peg-8 succinate,1,0,normal,good,low,,,,
cetyl-pg hydroxyethyl decanamide,1,0,normal,good,medium,,,,
cetyl-pg hydroxyethyl palmitamide,1,0,normal,good,medium,,,,
cetylarachidol,1,0,dry; normal,good,medium,,,,
cetyldimethylamine hydrolyzed hempseedate,1,0,normal,good,medium,,,,
cetyldimonium ethyl cetyl phosphate,1,0,dry,good,medium,,,,
cetylhydroxyproline palmitamide,1,0,,neutral,low,,,,
cetylhydroxyprolinepalmitamide,1,0,normal,good,low,,,,
cetyloxy dimethicone,1,0,dry; normal,good,medium,,,,
cetyloxypropyl glyceryl methoxypropyl myristamide,1,0,dry; normal,good,medium,,,,
chaenomeles japonica seed extract,1,0,normal,good,medium,,,,
chaenomeles japonica seed oil,1,0,dry; normal,good,medium,,,,
chaenomeles sinensis branch extract,1,0,dry,good,medium,,,,
chaenomeles sinensis callus culture extract,1,0,normal,good,medium,,,,
chaenomeles sinensis fruit extract,1,0,dry; normal; oily,good,medium,,,,
chaenomeles sinensis seed extract,1,0,normal,good,medium,,,,
chaga mushroom,1,0,wrinkle,good,low,,,,
chaga mushroom extract,1,0,dry; sensitive,good,low,,,,
chalk,1,0,oily,good,medium,,,,
chamaecrista nomame extract,1,0,normal,good,medium,,,,
chamaecyparis lawsoniana wood oil,1,0,normal,good,medium,,,,
chamaecyparis obtusa branch/leaf extract,1,0,dry; normal,good,medium,,,,
chamaecyparis obtusa leaf extract,1,0,normal,good,medium,,,,
chamaecyparis obtusa leaf oil,1,0,dry; normal,good,medium,,,,
chamaecyparis obtusa leaf/root extract,1,0,normal,good,medium,,,,
chamaecyparis obtusa water,1,0,dry,good,low,,,,
chamaecyparis obtusa wood oil,1,0,dry,good,low,,,,
chamazulene,1,0,normal,good,medium,,,,
chamo milla recutita flower extract,1,0,normal,good,low,,,,
chamomila recutita flower oil,1,0,dry,good,low,,,,
chamomile,1,0,sensitive; wrinkle,good,medium,,,,
chamomile and green algae,1,0,sensitive; wrinkle,good,low,,,,
chamomile extract,1,0,sensitive; wrinkle,good,low,,,,
chamomile flower extract,1,0,sensitive; wrinkle,good,low,,,,
chamomile flower water,1,0,sensitive; wrinkle,good,low,,,,
chamomile recutita flower extract,1,0,sensitive; wrinkle,good,low,,,,
chamomile recutita flower oil,1,0,dry; sensitive,good,high,,,,
chamomile wax,1,0,sensitive; wrinkle,good,low,,,,
chamomilla,1,0,normal,neutral,low,,,,
chamomilla recutita,1,1,dry; sensitive,good,high,INCI Decoder,chamomilla-recutita-oil,,
chamomilla recutita [chamomilla recutita flower extract],1,0,sensitive; wrinkle,good,low,,,,
chamomilla recutita extract,1,0,dry; sensitive,good,low,,,,
chamomilla recutita flower,1,0,normal,good,medium,,,,
chamomilla recutita flower extract,1,0,sensitive; wrinkle,good,medium,,,,
chamomilla recutita flower extract matricaria flower extract,1,0,sensitive; wrinkle,good,low,,,,
chamomilla recutita flower juice,1,0,normal,good,medium,,,,
chamomilla recutita flower leaf extract,1,0,dry; sensitive,good,high,,,,
chamomilla recutita flower oil,1,1,dry; sensitive,good,high,INCI Decoder,chamomilla-recutita-flower-oil,,"The essential oil coming from the German Chamomile . It's loaded with the famous anti-inflammatory agent, bisabolol (approx. 50%) and contains 5% of soothing, antiallergic and blue color giving chamazulene . It also contains about 120 other things, including 28 terpenoids and 36 flavonoids (including some antioxidants like quercetin). As for skincare, the essential oil is used mainly for it's anti-inflammatory and soothing properties .  [more]"
chamomilla recutita flower powder,1,0,normal,good,medium,,,,
chamomilla recutita flower water,1,0,normal,good,low,,,,
chamomilla recutita flower/jasminum officinale flower extract,1,0,normal,good,medium,,,,
chamomilla recutita leaf extract,1,0,normal,good,medium,,,,
chamomilla recutita meristem cell culture extract,1,0,normal; oily,good,medium,,,,
chamomilla vulgaris flower,1,0,normal,good,medium,,,,
chapped lips butyrospermum parkii butter,1,0,dry,good,low,,,,
charcoal,1,0,oily,good,medium,,,,
charcoal extract,1,0,normal,good,medium,,,,
charcoal fiber from 100 percent bamboo,1,0,oily; sensitive,good,low,,,,
charcoal pore pudding black,1,0,oily,good,low,,,,
charcoal powder,1,0,oily,good,medium,,,,
chelidonine,1,0,normal,good,medium,,,,
chelidonium majus extract,1,0,normal,good,low,,,,
chemical exfoliants,1,0,,neutral,low,,,,
chemical exfoliants extract,1,0,dry; sensitive,good,low,,,,
chemical sunscreens,1,0,,neutral,low,,,,
chemical sunscreens extract,1,0,dry; sensitive,good,low,,,,
chenopodium album flower extract,1,0,normal,good,medium,,,,
chenopodium ambrosioides leaf extract,1,0,normal,good,medium,,,,
chenopodium ambrosioides leaf/stem extract,1,0,normal,good,medium,,,,
chenopodium formosanum husk extract,1,0,dry; normal,good,medium,,,,
chenopodium quinoa extract,1,0,normal,good,medium,,,,
chenopodium quinoa flower/leaf extract,1,0,normal,good,medium,,,,
chenopodium quinoa husk extract,1,0,normal,good,medium,,,,
chenopodium quinoa seed,1,0,normal,good,medium,,,,
chenopodium quinoa seed extract,1,1,dry; wrinkle,good,low,INCI Decoder,chenopodium-quinoa-seed-extract,,
chenopodium quinoa seed oil,1,0,dry,good,medium,,,,
chenopodium quinoa seed oil ethyl esters,1,0,dry; normal,good,medium,,,,
chenopodium quinoa seedcake extract,1,0,normal,good,medium,,,,
cherry blossom extract and betaine,1,0,dry; normal,good,low,,,,
cherry blossom flavonoids,1,0,wrinkle,good,low,,,,
cherry extract,1,0,pigmentation; wrinkle,good,medium,,,,
chia,1,0,,neutral,low,,,,
chia seed oil,1,0,dry,good,low,,,,
chia seeds,1,0,normal,neutral,low,,,,
chia seeds extract,1,0,dry; sensitive,good,low,,,,
chia),1,0,normal,neutral,low,,,,
chicken embryonic fibroblast conditioned media,1,0,normal,good,medium,,,,
chicken extraembryonic membrane cell conditioned media,1,0,dry; normal,good,medium,,,,
chicken neural cell conditioned media,1,0,normal,good,medium,,,,
chicken pluripotent primordial germ cell conditioned media,1,0,normal,good,medium,,,,
chickpea flour,1,0,normal,neutral,low,,,,
chickpea flour extract,1,0,dry; sensitive,good,low,,,,
chicory root juice,1,0,normal,neutral,low,,,,
chimaphila umbellata leaf extract,1,0,normal,good,medium,,,,
chimonanthus salicifolius leaf extract,1,0,dry; normal,good,medium,,,,
chimyl alcohol,1,0,dry; normal,good,medium,,,,
chimyl isostearate,1,0,dry; normal,good,medium,,,,
chimyl stearate,1,0,dry; normal,good,medium,,,,
china clay,1,0,oily; pigmentation,good,medium,,,,
chinaberry flower extract,1,0,normal,good,low,,,,
chinaberry leaf extract,1,0,dry; wrinkle,good,low,,,,
chinense fruit extract,1,0,pigmentation; wrinkle,good,low,,,,
chinese hamster ovary cell conditioned media,1,0,dry; normal,good,medium,,,,
chinese skullcap root extract,1,0,normal,good,low,,,,
chios crystal oil,1,0,dry,good,low,,,,
chitin glycolate,1,0,normal,good,medium,,,,
chitin sulfate,1,0,dry; normal,good,medium,,,,
chitosan,1,0,sensitive,good,medium,,,,
chitosan ascorbate,1,0,normal,good,medium,,,,
chitosan caprylamide hydroxypropyltrimonium chloride,1,0,dry; normal,good,medium,,,,
chitosan glutathionamide,1,0,normal,good,medium,,,,
chitosan glycolate,1,0,normal,good,medium,,,,
chitosan hydroxypropyltrimonium chloride,1,0,dry,good,medium,,,,
chitosan isostearamide hydroxypropyltrimonium chloride,1,0,normal,good,medium,,,,
chitosan lauramide hydroxypropyltrimonium chloride,1,0,normal,good,medium,,,,
chitosan lauroyl glycinate,1,0,dry,good,medium,,,,
chitosan pca,1,0,dry; normal,good,medium,,,,
chitosan pca palmitamide succinamide,1,0,normal,good,medium,,,,
chitosan propylsulfonate,1,0,normal,good,medium,,,,
chitosan rice branamide hydroxypropyltrimonium chloride,1,0,dry; normal,good,medium,,,,
chitosan salicylate,1,0,normal,good,medium,,,,
chlamydocapsa extract,1,0,normal,good,medium,,,,
chlamydomonas acidophila extract,1,0,normal,good,low,,,,
chlamydomonas extract,1,0,normal,good,medium,,,,
chlamydomonas hedleyi extract,1,0,normal,good,medium,,,,
chlamydomonas r-,1,1,normal,good,medium,INCI Decoder,chlamydomonas-extract,,
chlamydomonas reinhardtii extract,1,0,dry; normal,good,medium,,,,
chloranthus glaber extract,1,0,normal,good,medium,,,,
chloranthus japonicus extract,1,0,dry; normal,good,medium,,,,
chloranthus serratus extract,1,0,dry; normal,good,medium,,,,
chlorella,1,0,dry; sensitive,good,medium,,,,
chlorella algae complex,1,0,dry; sensitive,good,low,,,,
chlorella ellipsoidea extract,1,0,normal,good,medium,,,,
chlorella emersonii extract,1,0,normal,good,medium,,,,
chlorella ferment,1,0,normal,good,medium,,,,
chlorella minutissima extract,1,0,normal,good,medium,,,,
chlorella minutissima oil,1,0,dry; normal,good,medium,,,,
chlorella minutissima/sodium glutamate ferment extract filtrate,1,0,dry; normal,good,medium,,,,
chlorella protothecoides,1,0,normal,good,medium,,,,
chlorella protothecoides extract,1,0,normal,good,medium,,,,
chlorella protothecoides oil,1,0,dry; normal,good,medium,,,,
chlorella pyrenoidosa,1,0,dry; sensitive,good,low,,,,
chlorella pyrenoidosa extract,1,0,normal,good,medium,,,,
chlorella pyrenoidosa powder,1,0,normal,good,medium,,,,
chlorella pyrenoidosa/sorokiniana extract,1,0,normal,good,medium,,,,
chlorella sorokiniana extract,1,0,normal,good,medium,,,,
chlorella sp ksf0006 extract,1,0,normal,good,medium,,,,
chlorella sp ksf0031 extract,1,0,normal,good,medium,,,,
chlorella sp ksf0041 extract,1,0,normal,good,medium,,,,
chlorella sp ksf0059 extract,1,0,normal,good,medium,,,,
chlorella variabilis extract,1,0,normal,good,medium,,,,
chlorella vulgaris and b12,1,0,dry; sensitive,good,low,,,,
chlorella vulgaris extract,1,0,dry; sensitive; wrinkle,good,medium,,,,
chlorella vulgaris lupinus albus proteine ferment,1,0,normal,good,low,,,,
chlorella vulgaris methionyl sh-polypeptide-14 hexapeptide-40,1,0,oily,good,medium,,,,
chlorella vulgaris oil,1,0,dry,good,medium,,,,
chlorella vulgaris powder,1,0,normal,good,medium,,,,
chlorella vulgaris sh-oligopeptide-1,1,0,dry; normal,good,medium,,,,
chlorella vulgaris sh-polypeptide-14,1,0,dry; normal,good,medium,,,,
chlorella vulgaris/lupinus albus protein ferment,1,0,normal,good,medium,,,,
chlorhexidine digluconate,1,0,pigmentation,good,medium,,,,
chlorhexidine gluconate,1,0,,neutral,low,,,,
chlorhexidine gluconate extract,1,0,dry; sensitive,good,low,,,,
chloride,1,0,,neutral,low,,,,
chlorinated paraffin,1,0,normal,good,medium,,,,
chlorocinnamal,1,0,dry,good,medium,,,,
chlorococcum macrostigmatum extract,1,0,dry; normal,good,medium,,,,
chloroethyl pca,1,0,dry,good,medium,,,,
chlorogenic acids,1,0,normal,good,medium,,,,
chlorogloeopsis fritschii extract,1,0,normal,good,medium,,,,
chlorophyll,1,0,pigmentation,good,medium,,,,
chlorophyllin-copper,1,0,pigmentation,good,low,,,,
chlorophyllin-copper complex,1,0,wrinkle,good,medium,,,,
chlorosalicylic acid,1,0,normal,good,medium,,,,
chloroxylenol,1,0,,neutral,low,,,,
chloroxylenol rds product name,1,0,normal,neutral,low,,,,
chlorphenesin,1,0,,neutral,low,,,,
chlorphenesin glycerin,1,0,dry; sensitive,good,medium,,,,
chlorphesin,1,0,normal,neutral,low,,,,
chlorure de magnésium,1,0,normal,neutral,low,,,,
choerospondias axillaris leaf extract,1,0,dry,good,medium,,,,
cholecalciferol,1,0,wrinkle,good,medium,,,,
cholecalciferol peg-12 ether,1,0,normal,good,medium,,,,
cholecalciferol/yeast polypeptide,1,0,normal,good,medium,,,,
cholesterol,1,0,dry; wrinkle,good,medium,,,,
cholesterol potassium sulfate,1,0,dry; sensitive,good,low,,,,
cholesteryl acetate,1,0,normal,good,medium,,,,
cholesteryl butyrate,1,0,normal,good,medium,,,,
cholesteryl chloride,1,0,normal,good,medium,,,,
cholesteryl dichlorobenzoate,1,0,normal,good,medium,,,,
cholesteryl glucoside,1,0,normal,good,medium,,,,
cholesteryl hydroxystearate,1,0,dry; normal,good,medium,,,,
cholesteryl isostearate,1,0,dry; normal,good,medium,,,,
cholesteryl isostearyl carbonate,1,0,normal,good,medium,,,,
cholesteryl lanolate,1,0,normal,good,medium,,,,
cholesteryl macadamiate,1,0,dry; normal,good,medium,,,,
cholesteryl nonanoate,1,0,dry,good,medium,,,,
cholesteryl oleate,1,0,normal,good,medium,,,,
cholesteryl oleyl carbonate,1,0,normal,good,medium,,,,
cholesteryl stearate,1,0,dry; normal,good,medium,,,,
cholesteryl succinate,1,0,dry; normal,good,medium,,,,
cholesteryl/octyldodecyl lauroyl glutamate,1,0,normal,good,medium,,,,
choleth-24,1,1,,neutral,low,INCI Decoder,choleth-24,,
choline,1,0,dry; wrinkle,good,medium,,,,
choline chloride,1,0,dry; normal,good,medium,,,,
chondracanthus teedei powder,1,0,normal,good,medium,,,,
chondracanthus tenellus extract,1,0,dry; normal,good,medium,,,,
chondrus crispus,1,0,dry; wrinkle,good,medium,,,,
chondrus crispus extract,1,0,dry; wrinkle,good,low,,,,
"chondrus crispus extract,thymus serpillum extract",1,0,dry; wrinkle,good,low,,,,
chondrus crispus extract],1,0,dry; wrinkle,good,low,,,,
chondrus crispus powder,1,1,,neutral,low,INCI Decoder,chondrus-crispus-powder,,
chondrus crisrus extract,1,0,normal,good,low,,,,
chondrus elatus extract,1,0,dry; normal,good,medium,,,,
chondrus ocellatus extract,1,0,normal,good,medium,,,,
chonemorpha macrophylla root extract,1,0,normal,good,medium,,,,
chonrus crispus extract,1,0,normal,good,low,,,,
chromium hydroxide green,1,0,,neutral,low,,,,
chromium oxide green,1,0,pigmentation,good,medium,,,,
chromium oxide greens,1,0,pigmentation,good,medium,,,,
chromium oxide greens ci 77288,1,0,pigmentation,good,low,,,,
chromium picolinate,1,0,normal,neutral,low,,,,
chromium picolinate extract,1,0,dry; sensitive,good,low,,,,
chromium polynicotinate,1,0,dry; normal,good,low,,,,
chromolaena odorata leaf extract,1,0,normal,good,medium,,,,
chromulina ochromonoides extract,1,0,dry; normal,good,medium,,,,
chrondrus crispus extract,1,0,normal,good,low,,,,
chrondus crispus extract,1,0,normal,good,low,,,,
chronocyclin,1,0,normal,neutral,low,,,,
chrysalidocarpus lutescens leaf extract,1,0,normal,good,medium,,,,
chrysanthe-mum parthenium extract,1,0,normal,good,low,,,,
chrysanthellum americanum extract,1,0,normal,good,medium,,,,
chrysanthellum indicum extract,1,1,sensitive; wrinkle,good,medium,INCI Decoder,chrysanthellum-indicum-extract,,
chrysanthellum indicum flower water,1,0,dry; normal; oily,good,medium,,,,
chrysanthemum balsamita leaf extract,1,0,normal,good,medium,,,,
chrysanthemum boreale flower extract,1,0,normal,good,medium,,,,
chrysanthemum boreale flower oil,1,0,normal,good,medium,,,,
chrysanthemum coccineum flower extract,1,0,normal,good,medium,,,,
